sku,season,season_universe,season_tagline,kategori,nama_blend,narrative_context,komposisi_biji,dominant_roast,deskripsi,texture,resep_gramasi,rekomendasi_penyajian
S-AUT-056,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Antique Lantern,The Amber Descent · Seasonal collection,Java Ijen Raung Medium SemiWashed 45% | Temanggung Medium SemiWashed 55%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed, menghadirkan nuansa roasted nut, milk caramel, vanilla yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Balanced,Java Ijen Raung (Medium / SemiWashed): 450g (45%) | Temanggung (Medium / SemiWashed): 550g (55%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-057,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Scarred Protractor,The Amber Descent · Seasonal collection,Flores Manggarai Dark Washed 40% | Flores Bajawa Light WetHulled 35% | Bengkulu Dark Wine 25%,Medium,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Flores Manggarai serta Flores Bajawa serta Bengkulu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan WetHulled, menghadirkan nuansa tobacco leaf, cedar, smoky caramel yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Round,Flores Manggarai (Dark / Washed): 400g (40%) | Flores Bajawa (Light / WetHulled): 350g (35%) | Bengkulu (Dark / Wine): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-058,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Cracked Penknife,The Amber Descent · Seasonal collection,Java Sindoro Light Anaerobic 70% | Bengkulu Medium Anaerobic 30%,Light,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Sindoro serta Bengkulu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic, menghadirkan nuansa fermented fruit, cola, tropical punch yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Light Body,Java Sindoro (Light / Anaerobic): 700g (70%) | Bengkulu (Medium / Anaerobic): 300g (30%) | total: 1000g,Best for V60
S-AUT-059,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Gilded Field Notes,The Amber Descent · Seasonal collection,Toraja Sapan Medium WetHulled 40% | Lampung Robusta Premium Medium SemiWashed 35% | Java Garut Medium Anaerobic 25%,Medium,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Toraja Sapan serta Lampung Robusta Premium serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan SemiWashed, menghadirkan nuansa apricot jam, fermented fruit, tropical punch yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Medium Body,Toraja Sapan (Medium / WetHulled): 400g (40%) | Lampung Robusta Premium (Medium / SemiWashed): 350g (35%) | Java Garut (Medium / Anaerobic): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-060,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Burnished Survey Map,The Amber Descent · Seasonal collection,Java Sindoro Light Washed 40% | Dampit Malang Dark WetHulled 60%,Medium,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Sindoro serta Dampit Malang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan WetHulled, menghadirkan nuansa intense earth, dark tobacco, bergamot yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Medium Body,Java Sindoro (Light / Washed): 400g (40%) | Dampit Malang (Dark / WetHulled): 600g (60%) | total: 1000g,Best for Moka Pot
S-AUT-061,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Cracked Field Notes,The Amber Descent · Seasonal collection,Wanoja Kamojang Dark Washed 70% | Bukit Barisan Light Anaerobic 30%,Medium,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Wanoja Kamojang serta Bukit Barisan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Anaerobic, menghadirkan nuansa rum raisin, bitter chocolate, dark roast yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Smooth,Wanoja Kamojang (Dark / Washed): 700g (70%) | Bukit Barisan (Light / Anaerobic): 300g (30%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-062,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Restored Transit,The Amber Descent · Seasonal collection,Bali Kintamani Medium Wine 60% | Kerinci Kayu Aro Light Wine 40%,Light,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Bali Kintamani serta Kerinci Kayu Aro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine, menghadirkan nuansa wine, espresso, port wine yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Light Body,Bali Kintamani (Medium / Wine): 600g (60%) | Kerinci Kayu Aro (Light / Wine): 400g (40%) | total: 1000g,Ideal for Chemex
S-AUT-063,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Handcrafted Barometer,The Amber Descent · Seasonal collection,Lintong Onan Light SemiWashed 60% | Java Preanger Medium Honey 25% | Sidikalang Light Wine 15%,Light,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Lintong Onan serta Java Preanger serta Sidikalang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Honey, menghadirkan nuansa wine, macadamia, honey yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Clean,Lintong Onan (Light / SemiWashed): 600g (60%) | Java Preanger (Medium / Honey): 250g (25%) | Sidikalang (Light / Wine): 150g (15%) | total: 1000g,Ideal for Chemex
S-AUT-064,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Reliable Astrolabe,The Amber Descent · Seasonal collection,Sidikalang Light Natural 50% | Bali Ulian Dark Washed 25% | Sembalun Rinjani Medium WetHulled 25%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Sidikalang serta Bali Ulian serta Sembalun Rinjani dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa molasses, tobacco, spice yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Medium Body,Sidikalang (Light / Natural): 500g (50%) | Bali Ulian (Dark / Washed): 250g (25%) | Sembalun Rinjani (Medium / WetHulled): 250g (25%) | total: 1000g,Best for Moka Pot
S-AUT-065,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Faded Canteen,The Amber Descent · Seasonal collection,Java Temanggung Medium Anaerobic 65% | Gunung Halu Light WetHulled 35%,Light,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Java Temanggung serta Gunung Halu dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan WetHulled, menghadirkan nuansa tamarind, cedar, tropical punch yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Delicate,Java Temanggung (Medium / Anaerobic): 650g (65%) | Gunung Halu (Light / WetHulled): 350g (35%) | total: 1000g,Best for V60
S-AUT-066,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Hammered Rucksack,The Amber Descent · Seasonal collection,Aceh Gayo Medium Washed 40% | Flores Manggarai Dark WetHulled 60%,Dark,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Aceh Gayo serta Flores Manggarai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan WetHulled, menghadirkan nuansa brown sugar, almond, clove yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Thick,Aceh Gayo (Medium / Washed): 400g (40%) | Flores Manggarai (Dark / WetHulled): 600g (60%) | total: 1000g,Best for Espresso
S-AUT-067,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Faded Planimeter,The Amber Descent · Seasonal collection,Temanggung Light Washed 60% | Arjuno Dark Honey 25% | Flores Bajawa Dark Anaerobic 15%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Honey, menghadirkan nuansa green tea, smoked almond, burnt caramel yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Medium Body,Temanggung (Light / Washed): 600g (60%) | Arjuno (Dark / Honey): 250g (25%) | Flores Bajawa (Dark / Anaerobic): 150g (15%) | total: 1000g,Best for Moka Pot
S-AUT-068,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Well-used Transit,The Amber Descent · Seasonal collection,Solok Radjo Dark Anaerobic 65% | Java Sindoro Light Wine 35%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Solok Radjo serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan Wine, menghadirkan nuansa grape must, fermented cocoa, dark rum yang bersih namun penuh kedalaman. Sebuah penghormatan kepada artefak yang merekam lebih dari sekadar perjalanan.",Smooth,Solok Radjo (Dark / Anaerobic): 650g (65%) | Java Sindoro (Light / Wine): 350g (35%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-069,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Patinated Aneroid,The Amber Descent · Seasonal collection,Kerinci Kayu Aro Dark Honey 55% | Wanoja Kamojang Dark SemiWashed 45%,Dark,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Kerinci Kayu Aro serta Wanoja Kamojang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan SemiWashed, menghadirkan nuansa intense spice, walnut, toffee yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Heavy Body,Kerinci Kayu Aro (Dark / Honey): 550g (55%) | Wanoja Kamojang (Dark / SemiWashed): 450g (45%) | total: 1000g,Cocok untuk Cold Brew
S-AUT-070,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Timeworn Ledger,The Amber Descent · Seasonal collection,Arjuno Light Wine 60% | Wanoja Kamojang Dark Washed 25% | Java Puntang Medium Natural 15%,Light,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Arjuno serta Wanoja Kamojang serta Java Puntang dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Washed, menghadirkan nuansa prune, dark cherry, berry jam yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Silky,Arjuno (Light / Wine): 600g (60%) | Wanoja Kamojang (Dark / Washed): 250g (25%) | Java Puntang (Medium / Natural): 150g (15%) | total: 1000g,Cocok untuk AeroPress
S-AUT-071,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Hardy Clinometer,The Amber Descent · Seasonal collection,Semeru Dark Washed 40% | Java Puntang Light WetHulled 35% | Arjuno Light Anaerobic 25%,Medium,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Semeru serta Java Puntang serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan WetHulled, menghadirkan nuansa passion fruit, smoky caramel, molasses yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Smooth,Semeru (Dark / Washed): 400g (40%) | Java Puntang (Light / WetHulled): 350g (35%) | Arjuno (Light / Anaerobic): 250g (25%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-072,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Burnished Sketch Pad,The Amber Descent · Seasonal collection,Flores Bajawa Light Washed 45% | Java Ciwidey Medium Washed 55%,Light,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Flores Bajawa serta Java Ciwidey dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed, menghadirkan nuansa hazelnut, citrus, caramel yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Silky,Flores Bajawa (Light / Washed): 450g (45%) | Java Ciwidey (Medium / Washed): 550g (55%) | total: 1000g,Pour Over Recommended
S-AUT-073,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Hammered Transit,The Amber Descent · Seasonal collection,Java Garut Medium Wine 50% | Bengkulu Light Honey 30% | Kerinci Kayu Aro Light Natural 20%,Light,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Java Garut serta Bengkulu serta Kerinci Kayu Aro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Honey, menghadirkan nuansa roasted grape, floral, watermelon yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Clean,Java Garut (Medium / Wine): 500g (50%) | Bengkulu (Light / Honey): 300g (30%) | Kerinci Kayu Aro (Light / Natural): 200g (20%) | total: 1000g,Cocok untuk AeroPress
S-AUT-074,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Aged Divider,The Amber Descent · Seasonal collection,Mandheling Light SemiWashed 45% | Sembalun Rinjani Light Anaerobic 35% | Java Sindoro Medium WetHulled 20%,Light,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Mandheling serta Sembalun Rinjani serta Java Sindoro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed dan Anaerobic, menghadirkan nuansa cola, tobacco, lychee yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Silky,Mandheling (Light / SemiWashed): 450g (45%) | Sembalun Rinjani (Light / Anaerobic): 350g (35%) | Java Sindoro (Medium / WetHulled): 200g (20%) | total: 1000g,Best for V60
S-AUT-075,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,True Transit,The Amber Descent · Seasonal collection,Dampit Malang Medium Wine 50% | Solok Radjo Light Honey 25% | Flores Bajawa Dark Washed 25%,Medium,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Dampit Malang serta Solok Radjo serta Flores Bajawa dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan Honey, menghadirkan nuansa roasted grape, nectarine, bitter chocolate yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Round,Dampit Malang (Medium / Wine): 500g (50%) | Solok Radjo (Light / Honey): 250g (25%) | Flores Bajawa (Dark / Washed): 250g (25%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-076,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Worn Transit,The Amber Descent · Seasonal collection,Temanggung Light WetHulled 45% | Arjuno Dark SemiWashed 55%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Temanggung serta Arjuno dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan SemiWashed, menghadirkan nuansa herb, tobacco leaf, roasted grain yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Round,Temanggung (Light / WetHulled): 450g (45%) | Arjuno (Dark / SemiWashed): 550g (55%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-077,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Engraved Pedometer,The Amber Descent · Seasonal collection,Flores Bajawa Light Natural 45% | Flores Manggarai Medium SemiWashed 55%,Light,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Flores Bajawa serta Flores Manggarai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan SemiWashed, menghadirkan nuansa blueberry, hibiscus, strawberry yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Delicate,Flores Bajawa (Light / Natural): 450g (45%) | Flores Manggarai (Medium / SemiWashed): 550g (55%) | total: 1000g,Best for V60
S-AUT-078,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Aged Planimeter,The Amber Descent · Seasonal collection,Java Temanggung Light Natural 60% | Flores Manggarai Medium Washed 25% | Toraja Sapan Medium Natural 15%,Light,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Java Temanggung serta Flores Manggarai serta Toraja Sapan dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan Washed, menghadirkan nuansa berry jam, strawberry, blueberry yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Light Body,Java Temanggung (Light / Natural): 600g (60%) | Flores Manggarai (Medium / Washed): 250g (25%) | Toraja Sapan (Medium / Natural): 150g (15%) | total: 1000g,Best for V60
S-AUT-079,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Hardy Sextant,The Amber Descent · Seasonal collection,Java Garut Medium SemiWashed 40% | Temanggung Medium SemiWashed 60%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Java Garut serta Temanggung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode SemiWashed, menghadirkan nuansa apricot jam, vanilla, roasted nut yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Medium Body,Java Garut (Medium / SemiWashed): 400g (40%) | Temanggung (Medium / SemiWashed): 600g (60%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-080,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Well-used Sketch Pad,The Amber Descent · Seasonal collection,Gunung Halu Medium Washed 65% | Papua Dogiyai Dark Anaerobic 35%,Medium,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Gunung Halu serta Papua Dogiyai dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Anaerobic, menghadirkan nuansa brown sugar, almond, milk chocolate yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Medium Body,Gunung Halu (Medium / Washed): 650g (65%) | Papua Dogiyai (Dark / Anaerobic): 350g (35%) | total: 1000g,Versatile for Espresso & Filter
S-AUT-081,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Faded Sextant,The Amber Descent · Seasonal collection,Gunung Halu Medium Wine 40% | Java Garut Light Wine 60%,Light,"Diilhami dari artefak yang bertahan melewati puluhan ekspedisi, blend ini mempertemukan biji-biji dari Gunung Halu serta Java Garut dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine, menghadirkan nuansa espresso, blackcurrant, roasted grape yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Light Body,Gunung Halu (Medium / Wine): 400g (40%) | Java Garut (Light / Wine): 600g (60%) | total: 1000g,Pour Over Recommended
S-AUT-082,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Patinated Canteen,The Amber Descent · Seasonal collection,Papua Dogiyai Medium Wine 50% | Papua Wamena Light SemiWashed 25% | Semeru Dark SemiWashed 25%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Papua Dogiyai serta Papua Wamena serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Wine dan SemiWashed, menghadirkan nuansa balsamic, roasted grape, espresso yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Round,Papua Dogiyai (Medium / Wine): 500g (50%) | Papua Wamena (Light / SemiWashed): 250g (25%) | Semeru (Dark / SemiWashed): 250g (25%) | total: 1000g,Best for Moka Pot
S-AUT-083,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Aged Compass,The Amber Descent · Seasonal collection,Flores Manggarai Light Anaerobic 55% | Semeru Dark SemiWashed 45%,Medium,"Dari tangan-tangan yang pernah mengukur setiap jengkal dataran, blend ini mempertemukan biji-biji dari Flores Manggarai serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Anaerobic dan SemiWashed, menghadirkan nuansa walnut, raspberry, lychee yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Balanced,Flores Manggarai (Light / Anaerobic): 550g (55%) | Semeru (Dark / SemiWashed): 450g (45%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-084,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Patinated Divider,The Amber Descent · Seasonal collection,Arjuno Light Natural 40% | Lampung Robusta Premium Dark WetHulled 60%,Medium,"Terekam dalam logbook yang lusuh namun tak pernah salah, blend ini mempertemukan biji-biji dari Arjuno serta Lampung Robusta Premium dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Natural dan WetHulled, menghadirkan nuansa bark, clove, peat yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Round,Arjuno (Light / Natural): 400g (40%) | Lampung Robusta Premium (Dark / WetHulled): 600g (60%) | total: 1000g,Best for Moka Pot
S-AUT-085,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Faded Flask,The Amber Descent · Seasonal collection,Solok Radjo Medium Honey 50% | Mandheling Medium Washed 30% | Kerinci Kayu Aro Light Washed 20%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Solok Radjo serta Mandheling serta Kerinci Kayu Aro dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Washed, menghadirkan nuansa macadamia, toffee, honey yang bersih namun penuh kedalaman. Untuk setiap penjelajah yang memahami bahwa alat terbaik adalah yang paling sering dipakai.",Round,Solok Radjo (Medium / Honey): 500g (50%) | Mandheling (Medium / Washed): 300g (30%) | Kerinci Kayu Aro (Light / Washed): 200g (20%) | total: 1000g,Cocok untuk French Press & Espresso
S-AUT-086,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Field-worn Astrolabe,The Amber Descent · Seasonal collection,Java Manglayang Light WetHulled 60% | Solok Radjo Dark Honey 25% | Semeru Dark Honey 15%,Medium,"Seperti alat ukur yang semakin akurat seiring bertambah usia, blend ini mempertemukan biji-biji dari Java Manglayang serta Solok Radjo serta Semeru dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode WetHulled dan Honey, menghadirkan nuansa lime, tobacco leaf, green pepper yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Velvety,Java Manglayang (Light / WetHulled): 600g (60%) | Solok Radjo (Dark / Honey): 250g (25%) | Semeru (Dark / Honey): 150g (15%) | total: 1000g,Best for Moka Pot
S-AUT-087,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,True Chronometer,The Amber Descent · Seasonal collection,Java Ijen Raung Medium Washed 55% | Flores Bajawa Dark Honey 30% | Java Preanger Dark Wine 15%,Medium,"Ditemukan dalam catatan perjalanan seorang penjelajah tua, blend ini mempertemukan biji-biji dari Java Ijen Raung serta Flores Bajawa serta Java Preanger dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Washed dan Honey, menghadirkan nuansa caramel, dark sugar, smoked almond yang bersih namun penuh kedalaman. Diciptakan bagi mereka yang menemukan keindahan dalam sesuatu yang telah melalui banyak hal.",Balanced,Java Ijen Raung (Medium / Washed): 550g (55%) | Flores Bajawa (Dark / Honey): 300g (30%) | Java Preanger (Dark / Wine): 150g (15%) | total: 1000g,Best for Moka Pot
S-AUT-088,Autumn,The Amber Descent,Turun gunung sambil membawa cerita — dan aroma tanah yang belum terlupakan.,Seasonal Blend,Engraved Logbook,The Amber Descent · Seasonal collection,Bengkulu Light Honey 60% | Java Ijen Raung Dark Wine 40%,Medium,"Seperti kompas yang selalu menunjuk ke tempat yang tepat, blend ini mempertemukan biji-biji dari Bengkulu serta Java Ijen Raung dalam sebuah komposisi yang menceritakan kekayaan dataran Nusantara. Diproses dengan metode Honey dan Wine, menghadirkan nuansa nectarine, tobacco, apricot yang bersih namun penuh kedalaman. Diwariskan dari tangan-tangan yang mengukur bumi sebelum peta pernah ada.",Round,Bengkulu (Light / Honey): 600g (60%) | Java Ijen Raung (Dark / Wine): 400g (40%) | total: 1000g,Cocok untuk French Press & Espresso
